,title
5829,Sisters
5830,California Split
5831,Emmanuelle
5832,The Phantom of Liberty
5833,Flesh for Frankenstein
5834,Gone in 60 Seconds
5835,The Groove Tube
5836,Harry and Tonto
5837,Hearts and Minds
5838,The Holy Mountain
5839,"Cousin, Cousine"
5840,"Farewell, My Lovely"
5841,The Story of Adele H
5842,Night Moves
5843,The Passenger
5844,Harlan County U.S.A.
5845,The Missouri Breaks
5846,Silver Streak
5847,High Anxiety
5848,"New York, New York"
5849,Sorcerer
5850,The Turning Point
5851,Gates of Heaven
5852,The Hobbit
5853,In Praise Of Older Women
5854,Parts: The Clonus Horror
5855,Snake in the Eagle's Shadow
5856,A Wedding
5857,Hair
5858,The In-Laws
5859,La Luna
5860,Starting Over
5861,Bad Boys
5862,Blue Thunder
5863,The Day After
5864,Eddie Murphy: Delirious
5865,El Norte
5866,The Raiders of Atlantis
5867,Rumble Fish
5868,Star 80
5869,Twilight Zone: The Movie
5870,Suburbia
5871,Choose Me
5872,Comfort and Joy
5873,Electric Dreams
5874,The Ice Pirates
5875,The Times of Harvey Milk
5876,Anne of Green Gables
5877,Police Story
5878,The Quiet Earth
5879,Spies Like Us
5880,White Nights
5881,’Round Midnight
5882,Ginger and Fred
5883,The Sacrifice
5884,Sherman's March
5885,A Better Tomorrow
5886,Law of Desire
5887,Prince of Darkness
5888,A Chinese Ghost Story
5889,The Bourne Identity
5890,Dominick and Eugene
5891,Alice
5892,Common Threads: Stories from the Quilt
5893,Kiki's Delivery Service
5894,Monsieur Hire
5895,Cry-Baby
5896,Frankenhooker
5897,Ghost Dad
5898,Havana
5899,Ju Dou
5900,The Krays
5901,Nuns on the Run
5902,Patlabor: The Movie
5903,The Reflecting Skin
5904,State of Grace
5905,35 Up
5906,Dutch
5907,Hearts of Darkness: A Filmmaker's Apocalypse
5908,Homicide
5909,Johnny Stecchino
5910,Riki-Oh: The Story of Ricky
5911,Light Sleeper
5912,Prospero's Books
5913,Quigley Down Under
5914,Johnny Suede
5915,Porco Rosso
5916,The Mambo Kings
5917,Night and the City
5918,The Story of Qiu Ju
5919,Shining Through
5920,Visions of Light
5921,The Baby of Mâcon
5922,Bad Boy Bubby
5923,Barbarians at the Gate
5924,Fortress
5925,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom
5926,The Snapper
5927,Sonatine
5928,Tai-Chi Master
5929,Three of Hearts
5930,71 Fragments of a Chronology of Chance
5931,Darkman II: The Return of Durant
5932,Fist of Legend
5933,Major League II
5934,The Defender
5935,Whisper of the Heart
5936,Tromeo & Juliet
5937,Pusher
5938,Gummo
5939,The Lion King 2: Simba's Pride
5940,From the Earth to the Moon
5941,The Interview
5942,Gia
5943,Thursday
5944,Who Am I?
5945,Addams Family Reunion
5946,Lady Snowblood
5947,The End of Evangelion
5948,In July
5949,Kirikou and the Sorceress
5950,Taxi 2
5951,The 10th Kingdom
5952,An Extremely Goofy Movie
5953,The Wind Will Carry Us
5954,2046
5955,Audition
5956,Paragraph 175
5957,Paradise Lost 2: Revelations
5958,Sound and Fury
5959,The Hole
5960,Spiral
5961,Is It Fall Yet?
5962,61*
5963,The Tunnel
5964,Joint Security Area
5965,Conspiracy
5966,The Best Man's Wedding
5967,A Dog's Will
5968,Blood: The Last Vampire
5969,Ali G Indahouse
5970,Cube²: Hypercube
5971,My Sassy Girl
5972,Waterboys
5973,Fubar
5974,Sympathy for Mr. Vengeance
5975,Suicide Club
5976,Soldier's Girl
5977,Bright Young Things
5978,The Animatrix
5979,The Brown Bunny
5980,11:14
5981,Bring It On Again
5982,Crimson Rivers II: Angels of the Apocalypse
5983,Evil
5984,Battle Royale II: Requiem
5985,Lemony Snicket's A Series of Unfortunate Events
5986,Bukowski - Born into This
5987,A Very Long Engagement
5988,Last Life in the Universe
5989,Head-On
5990,Ghost in the Shell 2: Innocence
5991,The Cat Returns
5992,The Twilight Samurai
5993,Salem's Lot
5994,Intimate Strangers
5995,Ju-on: The Grudge
5996,Oldboy
5997,Ginger Snaps Back: The Beginning
5998,Lost Embrace
5999,One Missed Call
6000,The Jacket
6001,Millions
6002,The Saddest Music in the World
6003,Starship Troopers 2: Hero of the Federation
6004,Ju-on: The Grudge 2
6005,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
6006,Ong-Bak: The Thai Warrior
6007,Infernal Affairs II
6008,The Sea Inside
6009,Spanglish
6010,Festival Express
6011,The Chorus
6012,Saints and Soldiers
6013,The Interpreter
6014,Open Water
6015,Touch of Pink
6016,Layer Cake
6017,The Return
6018,Flight of the Phoenix
6019,Mean Creek
6020,The Ring Two
6021,The Corporation
6022,The Yes Men
6023,Ae Fond Kiss...
6024,As It Is in Heaven
6025,The Football Factory
6026,Tae Guk Gi: The Brotherhood of War
6027,Something the Lord Made
6028,Metallica: Some Kind of Monster
6029,Redemption: The Stan Tookie Williams Story
6030,Schultze Gets the Blues
6031,Born into Brothels
6032,Dig!
6033,Riding Giants
6034,What the #$*! Do We (K)now!?
6035,A Scanner Darkly
6036,Outfoxed: Rupert Murdoch's War on Journalism
6037,Jerry Seinfeld: I'm Telling You for the Last Time
6038,Million Dollar Baby
6039,The Narrow Margin
6040,Vincent & Theo
6041,Gozu
6042,Hotel Rwanda
6043,Blood and Black Lace
6044,Charlie and the Chocolate Factory
6045,3-Iron
6046,The Life Aquatic with Steve Zissou
6047,The Aviator
6048,The Phantom of the Opera
6049,Beyond the Sea
6050,The Woodsman
6051,In Good Company
6052,Meet the Fockers
6053,The Assassination of Richard Nixon
6054,A Love Song for Bobby Long
6055,The Merchant of Venice
6056,Kamikaze Girls
6057,Fat Albert
6058,In the Realms of the Unreal
6059,White Noise
6060,The Upside of Anger
6061,Sweet Liberty
6062,The Phantom of the Opera
6063,The Phantom of the Opera
6064,The Phantom of the Opera
6065,The Phantom of the Opera
6066,The Phantom of the Opera
6067,The Phantom of the Opera
6068,The Phantom of the Opera
6069,The Phantom of the Opera
6070,Testament
6071,Stander
6072,Hester Street
6073,The Bigamist
6074,Imaginary Heroes
6075,Sergeant York
6076,Wizards
6077,Abbott and Costello Meet the Invisible Man
6078,The Life and Death of Peter Sellers
6079,Appleseed
6080,Elektra
6081,Coach Carter
6082,Shivers
6083,A Star Is Born
6084,Beastmaster 2: Through the Portal of Time
6085,Memories of Murder
6086,Hobson's Choice
6087,Summer Storm
6088,Downfall
6089,The White Sound
6090,Assault on Precinct 13
6091,Are We There Yet?
6092,Hide and Seek
6093,Boogeyman
6094,The Wedding Date
6095,Inside I'm Dancing
6096,Nobody Knows
6097,Employee of the Month
6098,Salem's Lot
6099,The Marriage of Maria Braun
6100,The Bitter Tears of Petra von Kant
6101,Lessons of Darkness
6102,Fata Morgana
6103,Howl's Moving Castle
6104,Steamboy
6105,The Nomi Song
6106,Hitch
6107,Inside Deep Throat
6108,Bride & Prejudice
6109,Constantine
6110,Because of Winn-Dixie
6111,Pauly Shore Is Dead
6112,Bunny Lake Is Missing
6113,Don't Tell Her It's Me
6114,Night and the City
6115,Night Watch
6116,Kung Fu Hustle
6117,Želary
6118,The Seven-Per-Cent Solution
6119,The Three Musketeers
6120,Masculin Féminin
6121,Control
6122,Five Times Two
6123,Bed and Board
6124,Germany Year Zero
6125,The Pacifier
6126,Be Cool
6127,Gunner Palace
6128,Walk on Water
6129,Hostage
6130,Robots
6131,Godzilla vs. Mechagodzilla II
6132,The Agony and the Ecstasy
6133,Once Upon a Forest
6134,Twentieth Century
6135,Chronicles
6136,The Green Berets
6137,Brian's Song
6138,Thriller: A Cruel Picture
6139,Julia
6140,The 3 Penny Opera
6141,Ice Princess
6142,Melinda and Melinda
6143,Miss Congeniality 2: Armed and Fabulous
6144,Guess Who
6145,A League of Ordinary Gentlemen
6146,Stella Dallas
6147,Panic in the Streets
6148,Call Northside 777
6149,Bells Are Ringing
6150,The Sword of Doom
6151,Matango: Attack of the Mushroom People
6152,Carmen
6153,Pom Poko
6154,Knockin' on Heaven's Door
6155,City of Hope
6156,We're No Angels
6157,Walker
6158,The Earrings of Madame de...
6159,Memories
6160,Harvie Krumpet
6161,The Wild Parrots of Telegraph Hill
6162,Sin City
6163,Look at Me
6164,Sahara
6165,Fever Pitch
6166,Electra Glide in Blue
6167,National Lampoon's Gold Diggers
6168,The Blood on Satan's Claw
6169,The Little Girl Who Lives Down the Lane
6170,Arabian Nights
6171,Ringu 0
6172,Satan's Brew
6173,Sexmission
6174,Vincent
6175,Waterloo Bridge
6176,The Sorrow and the Pity
6177,The Big Store
6178,Ivan's Childhood
6179,A Trip to the Moon
6180,Carrie
6181,Life Is Sweet
6182,The Hitchhiker's Guide to the Galaxy
6183,Dark Habits
6184,The Amityville Horror
6185,Before the Fall
6186,Palindromes
6187,A Lot Like Love
6188,Enron: The Smartest Guys in the Room
6189,xXx: State of the Union
6190,Kingdom of Heaven
6191,House of Wax
6192,Crash
6193,Mysterious Skin
6194,Buying the Cow
6195,The Cocoanuts
6196,Off the Map
6197,25 Watts
6198,Unleashed
6199,Star Wars: Episode III - Revenge of the Sith
6200,Kicking & Screaming
6201,Monster-in-Law
6202,The Snow Walker
6203,The Uninvited
6204,Bad Guy
6205,Madagascar
6206,Somersault
6207,Mad Hot Ballroom
6208,The Longest Yard
6209,Cinderella Man
6210,The Sisterhood of the Traveling Pants
6211,Lords of Dogtown
6212,Mr. & Mrs. Smith
6213,The Adventures of Sharkboy and Lavagirl
6214,High Tension
6215,Parineeta
6216,Innocent Voices
6217,Anna and the King of Siam
6218,Batman Begins
6219,My Summer of Love
6220,Saint Ralph
6221,Herbie Fully Loaded
6222,Land of the Dead
6223,Bewitched
6224,Rize
6225,Me and You and Everyone We Know
6226,Three… Extremes
6227,The Edukators
6228,An Unmarried Woman
6229,The Member of the Wedding
6230,Room Service
6231,At the Circus
6232,War of the Worlds
6233,March of the Penguins
6234,Rebound
6235,Dark Water
6236,Fantastic Four
6237,Murderball
6238,Wedding Crashers
6239,Happy Endings
6240,Russian Dolls
6241,Hustle & Flow
6242,The Island
6243,Bad News Bears
6244,The Devil's Rejects
6245,Last Days
6246,Sky High
6247,Stealth
6248,Must Love Dogs
6249,The Aristocrats
6250,Georgy Girl
6251,This Is My Life
6252,Serenity
6253,Sholay
6254,Broken Flowers
6255,Berserk
6256,The Dukes of Hazzard
6257,The Chumscrubber
6258,Junebug
6259,Deuce Bigalow: European Gigolo
6260,The Skeleton Key
6261,Four Brothers
6262,The Great Raid
6263,Grizzly Man
6264,The Girl in the Café
6265,Prime Cut
6266,The Best of Everything
6267,The 40 Year Old Virgin
6268,Red Eye
6269,Dreamchild
6270,Caché
6271,Asterix & Obelix Take on Caesar
6272,Valiant
6273,The Brothers Grimm
6274,The Cave
6275,The Constant Gardener
6276,Transporter 2
6277,Just Like Heaven
6278,Proof
6279,Lord of War
6280,Cry_Wolf
6281,Everything is Illuminated
6282,In Old Chicago
6283,Family Guy Presents Stewie Griffin: The Untold Story
6284,New Police Story
6285,Go West
6286,Why We Fight
6287,200 Motels
6288,Doom
6289,Domino
6290,Waiting...
6291,Æon Flux
6292,An Unfinished Life
6293,The Man
6294,The Exorcism of Emily Rose
6295,Flightplan
6296,Corpse Bride
6297,Green Street Hooligans
6298,A History of Violence
6299,Oliver Twist
6300,The Greatest Game Ever Played
6301,Capote
6302,The Anderson Tapes
6303,Final Fantasy VII: Advent Children
6304,Into the Blue
6305,"The Prize Winner of Defiance, Ohio"
6306,Mirrormask
6307,The Curse of the Were-Rabbit
6308,Kiss Kiss Bang Bang
6309,No Direction Home: Bob Dylan
6310,Hail the Conquering Hero
6311,Angels in America
6312,In Her Shoes
6313,The Squid and the Whale
6314,Two for the Money
6315,Separate Lies
6316,Star Wreck: In the Pirkinning
6317,Brokeback Mountain
6318,Elizabethtown
6319,North Country
6320,"Good Night, and Good Luck."
6321,Dreamer: Inspired By a True Story
6322,The Proposition
6323,C.S.A.: The Confederate States of America
6324,Left Behind III: World at War
6325,Shopgirl
6326,Kids in America
6327,Where the Truth Lies
6328,Barely Legal
6329,Stay
6330,The Legend of Zorro
6331,The Weather Man
6332,Saw II
6333,Teorema
6334,American Pie Presents: Band Camp
6335,Life Is a Miracle
6336,Tarzan and His Mate
6337,Manderlay
6338,Love on the Run
6339,Revolver
6340,Wild Zero
6341,Jarhead
6342,Chicken Little
6343,Dead Man's Shoes
6344,Joyeux Noël
6345,The Match Factory Girl
6346,Get Rich or Die Tryin'
6347,Just Friends
6348,Syriana
6349,Menolippu Mombasaan
6350,Derailed
6351,Pride & Prejudice
6352,Wolf Creek
6353,The Descent
6354,Harry Potter and the Goblet of Fire
6355,Dinner with Friends
6356,Walk the Line
6357,Rent
6358,Fists in the Pocket
6359,Zathura: A Space Adventure
6360,CRAZY
6361,Sarah Silverman: Jesus Is Magic
6362,The Ice Harvest
6363,Sounder
6364,Match Point
6365,Nazarin
6366,Paradise Now
6367,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
6368,King Kong
6369,Memoirs of a Geisha
6370,The Family Stone
6371,Kiss of Death
6372,Dona Flor and Her Two Husbands
6373,The Matador
6374,Mozart and the Whale
6375,The Three Burials of Melquiades Estrada
6376,Slim Susie
6377,Munich
6378,The Producers
6379,Transamerica
6380,Rumor Has It...
6381,Cheaper by the Dozen 2
6382,Fun with Dick and Jane
6383,The Ringer
6384,Casanova
6385,Richard Pryor: Live in Concert
6386,Luxo Jr.
6387,Keeping Mum
6388,Late Spring
6389,Threads
6390,The New World
6391,Sympathy for Lady Vengeance
6392,The Cutting Edge: The Magic of Movie Editing
6393,49th Parallel
6394,District B13
6395,BloodRayne
6396,Hostel
6397,Grandma's Boy
6398,Tristan & Isolde
6399,Glory Road
6400,Last Holiday
6401,Hoodwinked!
6402,Underworld: Evolution
6403,Looking for Comedy in the Muslim World
6404,Shadows of Forgotten Ancestors
6405,Cul-de-sac
6406,Riding Alone for Thousands of Miles
6407,Project A
6408,Little Manhattan
6409,Over the Edge
6410,On Probation
6411,Water
6412,The Temptations
6413,Sophie Scholl: The Final Days
6414,Matti: Hell Is for Heroes
6415,The World's Fastest Indian
6416,Bandidas
6417,Annapolis
6418,Big Momma's House 2
6419,Nanny McPhee
6420,Bye Bye Birdie
6421,Final Destination 3
6422,Dave Chappelle's Block Party
6423,Imagine Me & You
6424,The Call of Cthulhu
6425,The Pink Panther
6426,Troll
6427,Curious George
6428,Firewall
6429,Tony Takitani
6430,When a Stranger Calls
6431,London
6432,Neil Young: Heart of Gold
6433,Eight Below
6434,Date Movie
6435,Running Scared
6436,Ultraviolet
6437,Just My Luck
6438,Pulse
6439,16 Blocks
6440,Failure to Launch
6441,Ice Age: The Meltdown
6442,Stromboli
6443,V for Vendetta
6444,She's the Man
6445,Thank You for Smoking
6446,Find Me Guilty
6447,Inside Man
6448,Tsotsi
6449,Aquamarine
6450,Leprechaun in the Hood
6451,Lights in the Dusk
6452,Kummeli Stories
6453,The Hills Have Eyes
6454,A Personal Journey with Martin Scorsese Through American Movies
6455,Unknown White Male
6456,The Lives of Others
6457,Nanook of the North
6458,Youth of the Beast
6459,Take the Lead
6460,The Devil and Daniel Johnston
6461,Lucky Number Slevin
6462,The Wild Blue Yonder
6463,Volver
6464,Akeelah and the Bee
6465,Lisbela and the Prisoner
6466,Stay Alive
6467,Basic Instinct 2
6468,Brick
6469,This Film Is Not Yet Rated
6470,Slither
6471,The Benchwarmers
6472,Renaissance
6473,Friends with Money
6474,Magic
6475,Scary Movie 4
6476,Hard Candy
6477,La Chinoise
6478,A Prairie Home Companion
6479,The Sentinel
6480,Silent Hill
6481,23
6482,The Glass Key
6483,The Protector
6484,Mission: Impossible III
6485,RV
6486,United 93
6487,Stick It
6488,Down in the Valley
6489,Over the Hedge
6490,Art School Confidential
6491,Poseidon
6492,The Da Vinci Code
6493,X-Men: The Last Stand
6494,The Break-Up
6495,Twelve and Holding
6496,Cars
6497,Wassup Rockers
6498,The Omen
6499,Nacho Libre
6500,The Lake House
6501,Click
6502,The Seventh Victim
6503,The Devil Wears Prada
6504,Pirates of the Caribbean: Dead Man's Chest
6505,"You, Me and Dupree"
6506,Clerks II
6507,Lady in the Water
6508,My Super Ex-Girlfriend
6509,Let It Be
6510,Marie Antoinette
6511,Who Killed the Electric Car?
6512,The Mother and the Whore
6513,An Inconvenient Truth
6514,Career Opportunities
6515,Chuck Berry: Hail! Hail! Rock 'n' Roll
6516,High School Musical
6517,Fearless
6518,The Fast and the Furious: Tokyo Drift
6519,Garfield: A Tail of Two Kitties
6520,Metal: A Headbanger's Journey
6521,Superman Returns
6522,Edward II
6523,The Road to Guantanamo
6524,Leonard Cohen: I'm Your Man
6525,The Oh in Ohio
6526,Little Miss Sunshine
6527,The Fallen Idol
6528,Babel
6529,Strangers with Candy
6530,Wordplay
6531,Army of Shadows
6532,Little Man
6533,End of the Spear
6534,Monster House
6535,Snakes on a Plane
6536,Scoop
6537,Talladega Nights: The Ballad of Ricky Bobby
6538,Night at the Museum
6539,World Trade Center
6540,Stranger Than Fiction
6541,Miami Vice
6542,On Dangerous Ground
6543,The Pursuit of Happyness
6544,John Tucker Must Die
6545,The Ant Bully
6546,Mrs Palfrey at The Claremont
6547,Cría Cuervos
6548,The Rainmaker
6549,Crank
6550,The Secret Life of Words
6551,Chaos
6552,The Night Listener
6553,Murmur of the Heart
6554,Compulsion
6555,Dirty Mary Crazy Larry
6556,Step Up
6557,Zoom
6558,Mind Game
6559,Half Nelson
6560,Tideland
6561,Adam's Apples
6562,Cabin in the Sky
6563,Accepted
6564,Captain January
6565,The Illusionist
6566,The Queen
6567,Beerfest
6568,Blithe Spirit
6569,The Red Balloon
6570,Green for Danger
6571,The Wicker Man
6572,Crossover
6573,The Wind That Shakes the Barley
6574,Severance
6575,Hollywoodland
6576,The Covenant
6577,Sherrybaby
6578,Idiocracy
6579,Jesus Camp
6580,The Tiger and the Snow
6581,The Fountain
6582,"Snoopy, Come Home"
6583,The Science of Sleep
6584,The Black Dahlia
6585,Everyone's Hero
6586,The Seventh Continent
6587,Streamers
6588,Taxidermia
6589,The Bridge
6590,Empire Falls
6591,The Private Life of Henry VIII
6592,Apocalypto
6593,Flyboys
6594,Jackass Number Two
6595,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
6596,Pan's Labyrinth
6597,Open Season
6598,G.O.R.A.
6599,The Departed
6600,The Texas Chainsaw Massacre: The Beginning
6601,Employee of the Month
6602,Stormbreaker
6603,Running with Scissors
6604,The Grudge 2
6605,Man of the Year
6606,The Marine
6607,The Elementary Particles
6608,Offside
6609,Offside
6610,Offside
6611,Offside
6612,Offside
6613,Offside
6614,Offside
6615,Offside
6616,Little Children
6617,Deliver Us from Evil
6618,Facing the Giants
6619,The Last King of Scotland
6620,The U.S. vs. John Lennon
6621,Shortbus
6622,Children of Men
6623,The Prestige
6624,Flags of Our Fathers
6625,Flicka
6626,Sleeping Dogs Lie
6627,A Guide To Recognizing Your Saints
6628,13 Tzameti
6629,Saw III
6630,Lunacy
6631,Flushed Away
6632,Perfume: The Story of a Murderer
6633,The Santa Clause 3: The Escape Clause
6634,Dixie Chicks: Shut Up and Sing
6635,For Your Consideration
6636,Street Fight
6637,Shooting Dogs
6638,Casino Royale
6639,Happy Feet
6640,Déjà Vu
6641,Bobby
6642,10 Items or Less
6643,The Holiday
6644,Luna de Avellaneda
6645,Harsh Times
6646,Simon of the Desert
6647,Tenacious D in The Pick of Destiny
6648,Van Wilder 2: The Rise of Taj
6649,Turistas
6650,Blood Diamond
6651,Charlotte's Web
6652,Eragon
6653,Rocky Balboa
6654,The Dam Busters
6655,The Painted Veil
6656,The Plague Dogs
6657,The Good Shepherd
6658,Dreamgirls
6659,The Decameron
6660,Freedom Writers
6661,When the Levees Broke: A Requiem in Four Acts
6662,INLAND EMPIRE
6663,The History Boys
6664,Notes on a Scandal
6665,Curse of the Golden Flower
6666,The Bothersome Man
6667,The Good German
6668,Letters from Iwo Jima
6669,Black Christmas
6670,Miss Potter
6671,Arthur and the Invisibles
6672,American Pie Presents: The Naked Mile
